dataset_version,source_dataset,room_id,property_group,sub_area,image_file,image_path,label,human_reason,orientation,previously_used_for,in_original_manifest
v1_original,cleanliness_manifest.csv,C21 A single common,C21,Room,IMG_20260918_113231.jpg,C21 A single common/IMG_20260918_113231.jpg,CLEAN,Bed with pillow and bedcover; nothing dirty or discarded visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 A single common,C21,Room,IMG_20260918_113239.jpg,C21 A single common/IMG_20260918_113239.jpg,CLEAN,Bed with blanket and chair with towel; visible floor clear of waste.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 A single common,C21,Room,IMG_20260918_113243.jpg,C21 A single common/IMG_20260918_113243.jpg,CLEAN,Doorway with slippers kept at the side; floor clear of litter.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 A single common,C21,Room,IMG_20260918_113250.jpg,C21 A single common/IMG_20260918_113250.jpg,NOT_CLEAN,A dried spill/residue patch and a small lid lie on the floor in the desk corner and an empty bottle with a tissue roll is left on the desk - the corner has not been cleaned.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,C21 B double attach.jpg,C21 B double attach/C21 B double attach.jpg,CLEAN,Helmet and suitcase stored on the wardrobe; floor clean and clear.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113357.jpg,C21 B double attach/IMG_20260918_113357.jpg,CLEAN,"Clothes on a wall hook, folded clothes on the bed, doormat in place; tiles clean with no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113400.jpg,C21 B double attach/IMG_20260918_113400.jpg,CLEAN,Two beds with bedding and folded clothes and a rug on the floor; no waste or dirt.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113408.jpg,C21 B double attach/IMG_20260918_113408.jpg,CLEAN,"Bed with pillows and clothes, cabinet and box beside it; floor clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113413.jpg,C21 B double attach/IMG_20260918_113413.jpg,CLEAN,"Desk with bottle, bag on the chair, stool stored under the desk.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113416.jpg,C21 B double attach/IMG_20260918_113416.jpg,CLEAN,Desk and wardrobe in order; floor clean with no debris.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113422.jpg,C21 B double attach/IMG_20260918_113422.jpg,CLEAN,"Wide view: beds and desk in use, floor clean and free of waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113430.jpg,C21 B double attach/IMG_20260918_113430.jpg,CLEAN,Bathroom doorway; tiles clean and clear of litter.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113433.jpg,C21 B double attach/IMG_20260918_113433.jpg,CLEAN,"Floor mat by the bed, clean tiles, nothing discarded.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 B double attach,C21,Room,IMG_20260918_113438.jpg,C21 B double attach/IMG_20260918_113438.jpg,CLEAN,Door with doormat and clothes hanging; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Kitchen,IMG_20260918_112605.jpg,C21 C double common/Kitchen/IMG_20260918_112605.jpg,NOT_CLEAN,The appliance/fridge top is visibly soiled with brown residue and crumbs and has not been wiped; devices standing on it are stained too.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Kitchen,IMG_20260918_112611.jpg,C21 C double common/Kitchen/IMG_20260918_112611.jpg,CLEAN,"Kitchen area clean with no visible residue or waste; counter vessels, dustbins and mat are normal household use and the floor is clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Kitchen,IMG_20260918_112616.jpg,C21 C double common/Kitchen/IMG_20260918_112616.jpg,NOT_CLEAN,"Unwashed vessels - bowl with knife, cooker, plates, pan - left on the counter with visible crumbs and food residue across the slab.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Kitchen,IMG_20260918_112620.jpg,C21 C double common/Kitchen/IMG_20260918_112620.jpg,CLEAN,"Clothes on a drying stand - normal common-area use, not dirt; floor tiles clean with no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Kitchen,IMG_20260918_112629.jpg,C21 C double common/Kitchen/IMG_20260918_112629.jpg,CLEAN,"Drying stand, shoe stand and footwear at the doorway; floor clean, nothing discarded.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Kitchen,IMG_20260918_112638.jpg,C21 C double common/Kitchen/IMG_20260918_112638.jpg,CLEAN,Sink and counter reasonably clean with bottles and vessels in normal use; no food residue or waste on the floor.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,C21 C double Common.jpg,C21 C double common/C21 C double Common.jpg,CLEAN,Ironing board stored on the wardrobe and jeans over a chair; floor clean with no waste.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112714.jpg,C21 C double common/IMG_20260918_112714.jpg,CLEAN,"Bed with a storage box, chair and stool in place; tiles clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112717.jpg,C21 C double common/IMG_20260918_112717.jpg,CLEAN,"Bed and stool with clothes over it; floor clean, no debris.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112720.jpg,C21 C double common/IMG_20260918_112720.jpg,CLEAN,Bed with bedding and box and a side cabinet; no waste visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112725.jpg,C21 C double common/IMG_20260918_112725.jpg,CLEAN,Two beds with cabinets holding bottles and books; tiles clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112727.jpg,C21 C double common/IMG_20260918_112727.jpg,CLEAN,Bed with bedcover and cabinet with personal items; nothing discarded.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112741.jpg,C21 C double common/IMG_20260918_112741.jpg,CLEAN,Bed with quilt spread on it; no waste or dirt visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112745.jpg,C21 C double common/IMG_20260918_112745.jpg,CLEAN,"Beds, cabinets and a stored carton; floor clear of litter.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112750.jpg,C21 C double common/IMG_20260918_112750.jpg,CLEAN,Bed with folded clothes and footwear kept at the doorway; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112755.jpg,C21 C double common/IMG_20260918_112755.jpg,CLEAN,"Desk with bottles and toiletries and a wardrobe; floor clean, no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 C double common,C21,Room,IMG_20260918_112759.jpg,C21 C double common/IMG_20260918_112759.jpg,CLEAN,"Bed with bedcover, cabinet with books and bottles and a paper bag beside it; floor clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 D single attach,C21,Room,C21 D single attach.jpg,C21 D single attach/C21 D single attach.jpg,CLEAN,Wardrobe and wall; visible floor clear with nothing discarded.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 D single attach,C21,Room,IMG_20260918_112920.jpg,C21 D single attach/IMG_20260918_112920.jpg,CLEAN,Tiles clean and shiny with mat and drying stand; storage rack against the wall.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 D single attach,C21,Room,IMG_20260918_112926.jpg,C21 D single attach/IMG_20260918_112926.jpg,CLEAN,Desk with bottles and toiletries and cartons stacked on the rack; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 D single attach,C21,Room,IMG_20260918_112934.jpg,C21 D single attach/IMG_20260918_112934.jpg,CLEAN,Bed with blanket and a rack with bottles beside it; no waste.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 D single attach,C21,Room,IMG_20260918_112938.jpg,C21 D single attach/IMG_20260918_112938.jpg,CLEAN,Desk with organised bottles and plate and cartons on the rack; floor clean with no litter.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 D single attach,C21,Room,IMG_20260918_112950.jpg,C21 D single attach/IMG_20260918_112950.jpg,CLEAN,Storage rack with hangers and boxes kept in order; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 D single attach,C21,Room,IMG_20260918_112954.jpg,C21 D single attach/IMG_20260918_112954.jpg,CLEAN,"Wardrobe and rack with a floor mat by the door and a cloth on the floor; tiles clean, no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 D single attach,C21,Room,IMG_20260918_113000.jpg,C21 D single attach/IMG_20260918_113000.jpg,CLEAN,Bed corner with bottles on the cabinet; no residue or waste visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 B double attach,C31,Room,C31 b double attach.jpg,C31 B double attach/C31 b double attach.jpg,NOT_CLEAN,"Tiles are clean with no dirt or garbage, but cooking vessels, cables, a racket, bags and a bottle are piled directly on the floor in the corner with packaging and an empty wrapper on the table - the room looks untidy.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 B double attach,C31,Room,IMG_20260918_114321.jpg,C31 B double attach/IMG_20260918_114321.jpg,NOT_CLEAN,"Opened carton with papers on the floor by the fridge, backpack dropped beside it, slippers loose and suitcase in the walkway; tiles themselves clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 B double attach,C31,Room,IMG_20260918_114326.jpg,C31 B double attach/IMG_20260918_114326.jpg,NOT_CLEAN,"Bedding tangled across the bed, packaging carton on the table, bag pushed under it and slippers on the floor.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 B double attach,C31,Room,IMG_20260918_114331.jpg,C31 B double attach/IMG_20260918_114331.jpg,NOT_CLEAN,"Bed unmade with bedding loose, opened package on the table and bags underneath; tiles clean but the room is visibly unarranged.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 B double attach,C31,Room,IMG_20260918_114344.jpg,C31 B double attach/IMG_20260918_114344.jpg,NOT_CLEAN,"Bedding, clothes, a power strip and a plastic bag tangled together across the whole bed.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 B double attach,C31,Room,IMG_20260918_114348.jpg,C31 B double attach/IMG_20260918_114348.jpg,NOT_CLEAN,"Torn shoe box and bottles on the wardrobes, vessels and cables piled on the floor and opened packaging on the ledge.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 B double attach,C31,Room,IMG_20260918_114351.jpg,C31 B double attach/IMG_20260918_114351.jpg,NOT_CLEAN,"Floor tiles visibly clean, but the corner holds vessels, cables and a bag on the floor with a slipper mid-room and a cloth thrown over the bed.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 B double attach,C31,Room,IMG_20260918_114356.jpg,C31 B double attach/IMG_20260918_114356.jpg,CLEAN,"Clean tiles with a suitcase stood against the wall, coat on the door and folded bedding - belongings reasonably placed, no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 C double Common,C31,Room,IMG_20260918_113835.jpg,C31 C double Common/IMG_20260918_113835.jpg,CLEAN,"Tiles clean with no housekeeping dirt or waste; suitcase stood upright, clothes on the bed and shoes together - reasonably arranged.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 C double Common,C31,Room,IMG_20260918_113838.jpg,C31 C double Common/IMG_20260918_113838.jpg,CLEAN,Floor tiles clean and no garbage; clothes on the bed with backpack and slippers beside it are normal belongings reasonably placed.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 C double Common,C31,Room,IMG_20260918_113846.jpg,C31 C double Common/IMG_20260918_113846.jpg,CLEAN,One pile of clothes on the mattress; floor clean and empty with nothing discarded.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 C double Common,C31,Room,IMG_20260918_113854.jpg,C31 C double Common/IMG_20260918_113854.jpg,CLEAN,A few garments on the mattress and a closed cabinet; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 C double Common,C31,Room,IMG_20260918_113857.jpg,C31 C double Common/IMG_20260918_113857.jpg,CLEAN,Bare mattress and open doorway; tiles clean and clear.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 C double Common,C31,Room,IMG_20260918_113901.jpg,C31 C double Common/IMG_20260918_113901.jpg,CLEAN,"Blanket and clothes on the bed, snack packet and papers on the cabinet, backpack beside it; no waste on the floor and no residue.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 C double Common,C31,Room,IMG_20260918_113909.jpg,C31 C double Common/IMG_20260918_113909.jpg,CLEAN,"Desk with laptop, suitcase and shoes by the wardrobe and clothes on hooks; tiles clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 C double Common,C31,Room,IMG_20260918_113912.jpg,C31 C double Common/IMG_20260918_113912.jpg,CLEAN,"Study corner with laptop and bottle, clothes hanging and luggage below; nothing discarded.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 D single attach,C31,Room,IMG_20260918_114047.jpg,C31 D single attach/IMG_20260918_114047.jpg,CLEAN,Tiles clean and reflective with wardrobe and fridge against the wall; nothing discarded.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 D single attach,C31,Room,IMG_20260918_114050.jpg,C31 D single attach/IMG_20260918_114050.jpg,CLEAN,Clean shiny floor with doormat; no litter or residue.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 D single attach,C31,Room,IMG_20260918_114054.jpg,C31 D single attach/IMG_20260918_114054.jpg,CLEAN,"Table with iron, bottles and a snack packet and a towel over the chair; floor clean with no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 D single attach,C31,Room,IMG_20260918_114058.jpg,C31 D single attach/IMG_20260918_114058.jpg,CLEAN,Bed with pillows and bedcover and a coat on the hook; nothing dirty or discarded.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 D single attach,C31,Room,IMG_20260918_114111.jpg,C31 D single attach/IMG_20260918_114111.jpg,CLEAN,Wardrobe and cabinet; tiles clean and clear.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 D single attach,C31,Room,IMG_20260918_114115.jpg,C31 D single attach/IMG_20260918_114115.jpg,CLEAN,Door area with doormat; floor clean with no litter.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 D single attach,C31,Room,IMG_20260918_114120.jpg,C31 D single attach/IMG_20260918_114120.jpg,CLEAN,"Bed with clothes, towel, bottle, comb and remote - normal belongings; floor clean with no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C31 D single attach,C31,Room,IMG_20260918_114127.jpg,C31 D single attach/IMG_20260918_114127.jpg,CLEAN,Door and wardrobe with doormat on clean tiles; no waste or dirt visible.,portrait,LOPO training+evaluation (5 properties),yes
